[2025-12-17 17:48:15,797] INFO: Сервер теплицы запущен
[2025-12-17 17:48:16,090] INFO: Сервер теплицы запущен
[2025-12-18 20:45:25,574] INFO: Данные отправлены: T=27.5°C, H=39.5%
[2025-12-18 20:45:30,584] INFO: Данные отправлены: T=28.1°C, H=40.3%
[2025-12-18 20:45:35,589] INFO: Данные отправлены: T=27.9°C, H=40.6%
[2025-12-18 20:45:40,600] INFO: Данные отправлены: T=28.1°C, H=38.7%
[2025-12-18 20:45:45,610] INFO: Данные отправлены: T=28.0°C, H=42.1%
[2025-12-18 20:45:50,620] INFO: Данные отправлены: T=27.4°C, H=40.6%
[2025-12-18 20:45:55,632] INFO: Данные отправлены: T=27.5°C, H=39.8%
[2025-12-18 20:46:00,639] INFO: Данные отправлены: T=27.7°C, H=40.5%
[2025-12-18 20:46:05,649] INFO: Данные отправлены: T=27.0°C, H=40.9%
[2025-12-18 20:46:07,974] INFO: Данные отправлены: T=27.4°C, H=40.9%
[2025-12-18 20:48:48,892] INFO: Сервер теплицы запущен
[2025-12-18 20:48:49,338] INFO: Сервер теплицы запущен
[2025-12-18 20:48:49,384] INFO: Данные отправлены: T=22.2°C, H=55.1%
[2025-12-18 20:48:51,660] INFO: Данные отправлены: T=22.1°C, H=55.1%
[2025-12-18 20:48:53,663] INFO: Данные отправлены: T=21.9°C, H=53.4%
[2025-12-18 20:48:55,520] INFO: Данные отправлены: T=22.4°C, H=55.1%
[2025-12-18 20:48:55,648] INFO: Данные отправлены: T=22.3°C, H=55.6%
[2025-12-18 20:48:58,657] INFO: Данные отправлены: T=23.1°C, H=53.6%
[2025-12-18 20:49:03,126] INFO: Данные отправлены: T=23.3°C, H=54.6%
[2025-12-18 20:49:03,301] INFO: Данные отправлены: T=23.2°C, H=52.7%
